Project_ID,Duration_Days,Skills_Required,Complexity,Client_Budget_Min,Avg_Past_Bids,Num_Bidders,Client_History,Freelancer_Exp_Years,Freelancer_Success_Rate,Urgency,Location,Client_Budget_Max,Final_Bid
9173,29,Mobile Dev,Low,404,1612.4868215671706,29,New,1,0.87,Low,India,3284,1251.97
9174,67,Graphic Design,Medium,2619,3669.281108955494,41,New,8,0.91,Low,Other,2834,2237.22
9175,23,Data Science,Low,1092,852.1627625862271,44,New,6,0.88,Normal,Other,2549,1192.82
9176,76,Writing,Low,2337,3860.8230790859434,8,New,5,0.88,Low,USA,3845,2906.66
9177,12,Mobile Dev,Low,2659,5373.448091344471,10,New,13,0.93,Normal,India,3676,4747.09
9178,7,Mobile Dev,Low,4538,4600.596276034239,23,New,7,0.9,Normal,India,6411,5538.51
9179,71,Graphic Design,Low,814,3947.7520074299637,5,New,2,0.99,Low,India,1813,1203.04
9180,85,Writing,Low,1809,5054.66336195807,37,Repeat,3,0.85,High,India,2519,1752.26
9181,21,Writing,Medium,1157,4419.418715867338,34,New,9,0.85,Low,Europe,3994,2676.04
9182,18,Graphic Design,Low,570,3248.5227529300187,7,New,5,0.99,Low,Other,2430,1394.37
9183,13,Web Dev,Medium,3565,3198.2265634249943,4,New,6,0.89,Normal,Other,5984,5941.44
9184,66,Writing,Low,840,775.9683623578217,36,Repeat,8,0.85,Normal,Other,2405,1316.96
9185,25,Web Dev,High,3666,2691.3262697510795,34,Repeat,14,0.92,High,India,5026,8022.49
9186,80,Web Dev,Low,612,3206.329339245639,8,Repeat,3,0.88,Normal,Europe,1258,868.97
9187,41,Mobile Dev,Medium,3493,2899.0145897887983,42,New,1,0.86,High,India,5996,3223.55
9188,15,Mobile Dev,Medium,3385,4689.681187351231,36,New,14,0.93,High,Europe,5903,6536.17
9189,24,Data Science,High,3937,1091.6278883898567,48,Repeat,13,0.87,High,Europe,4338,5949.19
9190,39,Mobile Dev,Low,2292,4800.1586270947,4,New,4,0.98,High,Other,3486,3914.49
9191,57,Writing,High,4754,4488.727185913558,44,Repeat,14,0.9,Low,USA,7545,7639.87
9192,51,Writing,Low,4987,5419.810614026215,19,Repeat,2,0.88,Low,USA,6186,3725.97
9193,79,Web Dev,Low,459,2334.7117071445546,4,New,9,0.96,Low,Other,1396,1112.21
9194,56,Writing,Medium,384,1182.778825834948,40,Repeat,4,0.98,Low,India,1396,678.26
9195,12,Mobile Dev,High,3416,4587.977233758527,28,New,9,0.86,Normal,Europe,5004,5765.23
9196,8,Mobile Dev,High,3377,3592.320482919133,10,Repeat,7,0.87,High,Other,5760,8452.7
9197,31,Mobile Dev,Medium,2731,4318.08023731488,18,New,7,0.92,Normal,Other,3733,4286.61
9198,48,Graphic Design,Medium,1857,5980.931754584615,42,Repeat,1,0.94,Low,India,2824,1447.03
9199,44,Writing,High,2874,1288.0575352869707,43,Repeat,2,0.86,High,Other,3651,3241.82
9200,51,Data Science,Medium,1622,2554.6518920237054,46,New,7,0.91,High,USA,3805,2233.75
9201,48,Writing,Low,1345,1277.2762374363883,6,Repeat,12,0.98,Normal,India,3854,3552.38
9202,52,Writing,High,1512,5184.645645377809,47,Repeat,5,0.98,Low,USA,3628,2098.57
9203,89,Graphic Design,High,4938,249.33899853265487,5,Repeat,7,0.9,Normal,Other,6084,9116.57
9204,56,Writing,Medium,1516,941.0552410833831,15,New,3,0.88,High,Europe,1835,1777.25
9205,88,Web Dev,Low,457,1600.0410851790375,30,Repeat,8,0.94,Low,Other,2632,1355.8
9206,72,Mobile Dev,High,3565,4662.240743004481,12,New,4,0.86,Low,Other,6438,6556.04
9207,15,Mobile Dev,High,4235,3826.457086778084,23,Repeat,8,0.89,Normal,Europe,6933,7678.27
9208,81,Graphic Design,Low,3049,2423.3821418703587,43,Repeat,6,0.88,Normal,Europe,5730,2847.14
9209,77,Mobile Dev,Medium,3241,1078.3967736292764,6,Repeat,9,0.88,Normal,Europe,5577,7065.57
9210,8,Web Dev,Medium,2976,2031.4108717534934,13,New,6,0.88,Low,India,4551,4625.5
9211,80,Graphic Design,Medium,4653,4499.008514453068,22,Repeat,4,0.94,High,Europe,5451,6053.58
9212,77,Data Science,Medium,296,2384.4174402233775,16,New,3,0.92,Low,USA,2947,1794.59
9213,81,Mobile Dev,Low,1974,2856.1826938665163,25,Repeat,14,0.98,Low,India,2281,2523.11
9214,52,Writing,Low,1037,3710.4621887351145,14,New,4,0.96,Low,Other,2402,1535.87
9215,30,Web Dev,High,2294,5490.392127545968,33,Repeat,11,0.92,Low,USA,3046,3829.85
9216,81,Web Dev,High,3630,1613.1158139622237,27,Repeat,7,0.9,Normal,USA,6002,7086.14
9217,43,Mobile Dev,Low,4225,2770.779917591165,41,Repeat,8,0.97,Normal,Europe,6850,4346.73
9218,62,Data Science,High,489,1965.37986778612,27,Repeat,2,0.86,High,India,1315,1253.09
9219,23,Writing,Low,3026,2877.1935103194146,37,New,9,0.95,Low,USA,3943,2525.99
9220,87,Data Science,Medium,446,4224.300112386455,46,Repeat,7,0.87,Low,Other,2790,1187.72
9221,81,Data Science,Low,2944,2970.074958310622,31,New,7,0.93,High,Other,5260,4155.78
9222,81,Mobile Dev,Low,218,5032.037620101033,48,New,13,0.99,Low,Other,1718,729.44
9223,62,Writing,High,4715,3386.5598811419495,10,New,12,0.89,Low,Europe,7433,13162.67
9224,32,Mobile Dev,Low,1338,2406.7262556510914,25,Repeat,10,0.86,High,Other,2138,2334.0
9225,70,Mobile Dev,Medium,2880,4726.578236557131,39,New,14,0.9,High,Other,5205,5747.78
9226,14,Web Dev,Medium,2227,2673.244832686758,19,New,4,0.92,High,Other,3074,2578.52
9227,81,Mobile Dev,High,2566,3165.9829214120377,10,New,7,0.96,High,Europe,2848,5714.14
9228,62,Graphic Design,High,683,5968.821614448455,23,New,2,0.85,Low,India,1170,1035.12
9229,77,Writing,Low,2859,4750.625615234946,39,New,11,0.87,High,India,3457,2813.87
9230,18,Web Dev,High,1808,5152.581786585284,22,Repeat,10,0.91,High,Europe,3086,4351.1
9231,88,Writing,Medium,2804,3618.1785141434743,8,Repeat,14,0.86,Normal,India,4558,5572.13
9232,19,Web Dev,High,4937,2187.066329363744,13,Repeat,14,0.99,Normal,India,7565,14200.14
9233,37,Graphic Design,High,771,5948.927236882225,37,Repeat,3,0.93,High,Europe,2493,2008.26
9234,21,Mobile Dev,Medium,1871,1577.5175618311362,12,Repeat,2,0.91,High,India,2495,2177.11
9235,28,Web Dev,Low,1785,5255.979134163451,4,New,12,1.0,Normal,India,4566,4442.36
9236,34,Web Dev,Low,2177,5481.112807834793,28,Repeat,5,0.95,High,Other,4137,2577.86
9237,66,Web Dev,High,2585,4932.695469710062,8,Repeat,1,0.93,Normal,Europe,3164,4230.94
9238,17,Graphic Design,Medium,1796,817.3914968358024,3,New,14,0.89,Normal,Europe,3486,4244.58
9239,66,Writing,Medium,3701,5146.56109107479,11,Repeat,13,0.89,Normal,Other,5538,5704.93
9240,51,Graphic Design,Medium,4258,4033.1009467232275,4,Repeat,2,0.9,Low,USA,5460,5548.37
9241,20,Web Dev,Low,1553,4132.820252377768,18,New,11,0.96,Normal,Europe,3504,3086.38
9242,70,Web Dev,Medium,3306,4751.209725863057,44,Repeat,6,0.97,High,USA,4858,4065.34
9243,85,Mobile Dev,Medium,4352,3019.6434224001086,2,Repeat,6,0.88,High,India,6813,8804.65
9244,47,Graphic Design,Low,3090,1712.8696233645849,35,Repeat,12,0.97,Normal,Europe,3509,3083.74
9245,12,Graphic Design,Medium,4972,3513.3532375878995,14,Repeat,8,0.9,Low,India,6257,7451.91
9246,7,Data Science,Low,2401,785.751411411212,15,New,9,0.88,High,Europe,5192,5345.8
9247,16,Writing,High,3358,4097.609865776642,18,Repeat,9,0.88,Normal,Europe,3934,5950.48
9248,88,Data Science,High,1450,2975.2044681740667,35,Repeat,7,0.92,High,Europe,4289,3903.86
9249,20,Data Science,High,4201,3088.6360629377523,18,Repeat,12,0.97,Normal,USA,6100,7238.87
9250,82,Writing,High,4049,1237.0592500142127,42,New,10,0.94,High,Europe,6664,7555.66
9251,84,Mobile Dev,High,1379,391.5045438321801,26,Repeat,1,0.92,Low,Other,2262,2134.73
9252,63,Mobile Dev,Low,920,3725.928239824213,45,Repeat,4,0.85,Low,Europe,3539,1348.92
9253,53,Writing,Low,1443,4004.161013531518,31,Repeat,7,0.93,Low,USA,1690,1375.79
9254,67,Writing,Low,2395,3065.007921594884,49,Repeat,2,0.95,Low,Europe,3334,1439.66
9255,66,Graphic Design,Medium,103,4629.528022786355,37,New,12,0.86,High,USA,487,387.58
9256,53,Graphic Design,High,2660,3447.7399119076676,12,New,9,0.99,High,India,3707,5922.27
9257,55,Graphic Design,Medium,2653,5111.9466984977025,22,New,13,0.86,Low,Other,3690,3998.06
9258,37,Graphic Design,Medium,130,1835.49378024311,21,New,1,0.95,High,Other,1470,734.85
9259,34,Web Dev,Medium,1752,1572.1837357832253,30,New,9,0.93,Normal,USA,2400,2474.86
9260,63,Web Dev,High,1398,1677.7002003714997,5,New,7,0.98,Low,India,4124,5261.76
9261,80,Mobile Dev,Medium,4904,328.5330802904926,35,Repeat,13,0.91,High,Other,5130,7608.91
9262,19,Web Dev,High,985,5418.650824153354,43,Repeat,10,0.93,Normal,Europe,3791,2554.86
9263,86,Web Dev,High,1300,5995.241406694969,42,Repeat,6,0.93,Normal,Other,1963,1669.27
9264,27,Graphic Design,High,3458,4926.6569140113625,18,Repeat,14,0.98,High,USA,5156,8152.63
9265,82,Graphic Design,Medium,2079,2563.6871469159382,13,New,12,0.97,Low,India,4580,4296.8
9266,49,Writing,High,4943,2220.5113032503095,5,Repeat,7,0.89,Normal,India,5609,8384.31
9267,66,Graphic Design,High,4138,4681.893022027027,42,New,2,0.99,Low,USA,6294,5044.0
9268,83,Writing,Low,2226,3133.178887370494,15,New,10,0.96,High,Europe,2845,3231.46
9269,75,Writing,Medium,2390,5645.8284212600365,5,Repeat,12,0.85,High,India,4748,5967.56
9270,19,Web Dev,Low,3994,1785.5409257774206,35,New,2,0.88,High,USA,4194,2797.34
9271,50,Graphic Design,Low,4696,2044.335220618962,19,Repeat,14,0.98,Low,India,5251,6477.43
9272,68,Web Dev,Medium,304,5993.125727684322,14,New,3,0.95,Low,India,1474,932.13
9273,50,Graphic Design,Low,1583,5872.322369023537,11,New,6,0.89,Normal,USA,4010,2613.65
9274,60,Web Dev,High,2870,5328.371767670497,15,New,1,0.88,Normal,USA,3291,4341.09
9275,48,Web Dev,Low,4528,2517.077822577676,10,Repeat,11,0.87,Low,Europe,6047,6571.49
9276,79,Web Dev,Low,2750,5050.034499906444,44,Repeat,4,0.9,High,Europe,3558,2022.34
9277,33,Mobile Dev,High,4361,1807.8502388617476,21,Repeat,8,0.98,Low,India,5805,7431.86
9278,66,Web Dev,Low,2308,1640.3148239088277,2,New,8,0.9,Normal,Europe,2484,3226.89
9279,56,Data Science,High,105,3346.6603002649285,45,New,14,0.95,High,India,1331,1004.29
9280,58,Data Science,Medium,631,5182.537925088711,30,New,5,0.87,Normal,USA,1762,1205.22
9281,61,Data Science,Low,2192,720.218272884884,18,New,7,0.93,High,USA,3950,3616.54
9282,87,Writing,Medium,4652,3457.039442364835,9,Repeat,5,0.9,Low,Europe,6562,6100.54
9283,70,Web Dev,Low,326,3716.969387707503,18,Repeat,4,0.87,Normal,India,2199,1013.44
9284,26,Data Science,High,2199,3541.8169002407467,22,Repeat,6,0.97,High,Europe,5035,4549.6
9285,24,Writing,Low,4666,1428.209053237138,26,New,14,0.97,Normal,Other,5583,5550.87
9286,37,Data Science,Medium,996,525.1554968058529,21,Repeat,8,0.9,Low,Other,2985,1868.6
9287,76,Graphic Design,High,1420,5385.70248233361,26,New,12,0.95,Normal,Other,4097,3756.51
9288,29,Mobile Dev,High,2761,3510.8975703401056,22,New,10,0.91,Normal,Other,2870,3631.62
9289,50,Web Dev,Medium,2659,4642.240934252317,14,New,1,0.86,High,India,3336,3295.99
9290,77,Mobile Dev,Medium,1764,2281.9564575943514,14,Repeat,3,0.91,High,India,3920,3846.71
9291,61,Mobile Dev,Low,1625,398.6382795789798,48,New,4,0.94,Low,USA,3387,1178.34
9292,9,Graphic Design,Low,3850,1668.4570587326798,31,New,5,0.89,High,USA,5725,4729.33
9293,59,Graphic Design,High,3754,579.1891073761601,14,Repeat,1,0.99,High,India,5543,7506.78
9294,65,Graphic Design,Medium,2667,607.7113153154207,41,New,9,0.93,Normal,Other,5205,3326.51
9295,12,Writing,Medium,4869,1404.5871672444891,8,New,8,0.91,Low,Europe,5084,5345.22
9296,20,Data Science,Low,1196,3856.432085508595,43,Repeat,2,0.96,Low,Europe,2359,1046.84
9297,52,Web Dev,Low,3198,4933.959875974444,13,New,5,0.9,High,Europe,4678,4972.19
9298,65,Graphic Design,High,3340,4954.93863092472,3,New,9,0.85,Normal,Other,6098,9237.36
9299,19,Web Dev,Medium,2922,5635.875694267719,15,Repeat,13,0.85,Low,India,4840,5722.79
9300,69,Web Dev,Medium,3027,3989.8323425336,43,New,3,0.9,Low,Other,5148,2809.61
9301,26,Web Dev,Medium,3714,266.1865082756959,18,New,5,0.87,Normal,Other,6600,6022.78
9302,7,Graphic Design,Medium,947,2357.8042454187275,14,Repeat,9,0.9,High,India,3212,3541.49
9303,58,Graphic Design,Low,3716,802.0436142145999,2,New,6,0.97,High,Other,3886,4758.01
9304,18,Data Science,Low,2804,4698.168771235922,48,New,13,0.9,High,India,3581,2512.54
9305,40,Graphic Design,Low,3993,850.1812604065069,2,New,5,0.93,Normal,USA,5776,5116.14
9306,86,Graphic Design,High,3481,769.6463592663274,48,New,8,0.99,Normal,India,4462,4071.45
9307,86,Web Dev,Medium,3171,315.02049505867075,27,Repeat,14,0.95,Low,Europe,3747,4722.34
9308,71,Data Science,Low,3094,5739.6912746484895,48,Repeat,5,0.93,Normal,India,3631,2147.9
9309,14,Mobile Dev,Medium,4842,4746.403835223055,47,Repeat,9,0.98,High,Other,6819,6053.99
9310,53,Graphic Design,Low,4633,2099.8682834692013,14,Repeat,11,0.9,Low,India,4881,5586.99
9311,69,Graphic Design,High,1600,2352.1701202665595,35,Repeat,13,0.88,Normal,USA,3981,3971.0
9312,61,Mobile Dev,Low,2542,497.6563079665051,41,New,3,0.96,Normal,USA,2710,1305.64
9313,31,Web Dev,High,1825,1073.8140172565913,10,New,1,0.86,Low,USA,4140,4064.72
9314,79,Data Science,Medium,1665,1971.9905368485795,20,New,4,0.91,High,USA,3225,3521.79
9315,9,Web Dev,Low,1843,2419.027734086279,24,New,7,0.89,High,Europe,3397,2671.19
9316,75,Writing,Low,425,3776.862019970964,42,Repeat,13,1.0,Normal,India,2812,1537.14
9317,87,Graphic Design,Low,4517,2199.444249769624,29,New,3,0.91,Low,India,7411,3532.99
9318,61,Writing,Medium,2330,5734.413005930154,31,Repeat,13,0.95,Normal,Other,5043,4383.36
9319,19,Graphic Design,High,2766,2155.3461284085897,8,New,10,0.89,Low,Other,3922,5360.65
9320,80,Writing,High,1309,5658.332855812176,15,Repeat,8,1.0,Normal,USA,3953,5084.2
9321,34,Mobile Dev,Low,4461,4419.679197569703,3,New,2,0.88,High,Europe,6432,5595.36
9322,24,Graphic Design,Medium,941,5414.400613810698,13,Repeat,9,0.99,Low,Europe,1109,1361.65
9323,41,Graphic Design,High,4524,4263.469531822948,44,Repeat,14,0.92,High,Other,6310,8548.37
9324,7,Writing,High,4001,3476.2166165752774,3,Repeat,3,0.91,High,USA,6202,10861.52
9325,77,Data Science,High,3536,3128.134285863273,29,New,11,0.96,Low,Other,5430,5994.45
9326,45,Writing,High,4878,1854.3283045232317,29,New,14,0.86,Low,USA,5795,9284.26
9327,43,Graphic Design,High,2171,1894.3178206411872,13,Repeat,6,0.93,Normal,Other,3041,3762.19
9328,30,Graphic Design,Low,1384,1455.7541874200526,31,Repeat,7,0.88,Low,Other,3893,2072.55
9329,6,Data Science,Low,1478,2405.4138491906124,48,New,5,0.87,Normal,Other,3884,1914.84
9330,27,Web Dev,Low,2758,892.7920972935675,41,Repeat,10,0.98,Low,USA,5559,3180.62
9331,27,Data Science,High,3661,2417.489632997153,41,New,13,1.0,High,India,5584,7871.55
9332,89,Web Dev,High,1987,5027.400919671915,23,Repeat,5,1.0,Low,USA,4694,4368.74
9333,20,Graphic Design,High,4112,5241.209874433034,19,New,14,0.97,Low,India,6443,9866.3
9334,13,Mobile Dev,Low,2078,3910.5576816030784,15,Repeat,1,0.99,Normal,USA,4551,2851.99
9335,17,Mobile Dev,High,4827,1652.337333235635,26,Repeat,4,0.99,Normal,USA,7291,6855.59
9336,32,Writing,Low,4516,1556.0444493629257,11,Repeat,1,0.88,High,Europe,5809,5165.66
9337,31,Data Science,High,4398,1775.8840903264124,37,Repeat,9,0.86,Low,Europe,4710,4637.26
9338,55,Data Science,Low,3261,3075.229472220594,49,New,9,0.87,Normal,India,4936,2450.5
9339,68,Mobile Dev,Medium,2324,5862.200202099875,49,New,5,0.87,Low,Other,3782,2294.41
9340,56,Web Dev,High,4822,788.729248764775,10,New,5,0.97,High,India,6692,9521.69
9341,85,Data Science,High,2179,3077.995752426007,12,New,13,0.99,Normal,Europe,2555,5197.8
9342,42,Web Dev,Low,4922,4141.129514379827,28,Repeat,5,0.9,High,Europe,6344,3270.97
9343,69,Web Dev,High,1053,1587.1162664959677,14,New,7,0.86,Normal,Other,3662,3572.78
9344,22,Web Dev,Low,2967,5819.306816177398,2,New,6,0.9,Low,India,5428,4337.89
9345,67,Web Dev,Low,2390,2191.7771136431847,40,New,2,0.96,Normal,Other,4703,1974.75
9346,55,Writing,Medium,169,5604.28032756167,12,Repeat,11,0.99,High,Europe,2444,2225.39
9347,13,Writing,Medium,1194,3644.5292674350358,4,New,10,0.92,Normal,Other,3289,3678.76
9348,17,Mobile Dev,High,4353,173.86468114187522,3,New,3,0.9,Low,India,7137,8194.37
9349,44,Writing,High,648,1970.006007882822,47,New,5,0.95,Low,Other,3496,1897.97
9350,59,Data Science,Low,1939,276.059571623465,43,New,7,0.88,High,USA,3841,2289.72
9351,83,Writing,Low,2051,2381.633020770547,25,Repeat,2,0.96,High,Other,2244,2056.72
9352,47,Data Science,Low,1158,5605.324084041392,21,New,11,0.91,Normal,Europe,3300,2826.38
9353,48,Data Science,Low,3651,4707.249569120356,41,Repeat,4,1.0,Low,India,4380,2526.68
9354,72,Web Dev,High,2607,3777.7729651839045,16,New,1,0.99,Low,Other,2805,3510.63
9355,37,Mobile Dev,Medium,4007,3300.5294569927564,7,Repeat,7,0.95,Normal,USA,4269,5747.69
9356,28,Web Dev,High,3590,2329.60425065395,21,Repeat,11,0.95,Normal,Europe,6419,9503.73
9357,40,Web Dev,High,4706,1387.5072633147784,23,New,14,0.87,High,India,4847,10219.87
9358,14,Writing,High,4563,515.7707692092588,3,New,2,0.89,High,India,4714,7827.01
9359,24,Writing,Medium,3059,1262.3580003406228,16,New,8,0.98,Normal,Other,4795,4057.52
9360,79,Data Science,High,982,2206.3924839748556,49,Repeat,10,0.9,Normal,India,2645,2009.23
9361,16,Writing,Medium,2725,3191.9480322829686,35,Repeat,12,0.91,Normal,India,3057,3419.9
9362,66,Writing,Low,4864,1345.7627896569627,47,New,11,0.98,Low,Europe,7405,3815.27
9363,22,Graphic Design,High,2253,5849.822254825185,32,Repeat,1,0.91,High,USA,4402,3599.65
9364,67,Data Science,Low,4861,599.5733582317996,31,New,2,0.98,High,India,7394,4061.59
9365,88,Data Science,Low,3666,704.5320510896049,29,New,8,0.86,Low,India,5283,4091.07
9366,29,Graphic Design,Low,359,4143.223817233899,34,New,5,0.95,High,Europe,539,356.7
9367,16,Data Science,High,1608,4567.11023303882,42,New,14,0.86,Normal,USA,2410,2979.9
9368,25,Mobile Dev,Low,412,5838.841094015264,22,New,5,0.97,Low,Europe,972,548.56
9369,29,Mobile Dev,High,2778,3253.098695621955,47,Repeat,11,0.93,Normal,Europe,3199,3128.54
9370,15,Graphic Design,Low,1944,1120.7134803343479,24,Repeat,7,0.93,High,Europe,2228,2447.14
9371,68,Writing,High,2684,5636.884385411471,43,New,14,0.91,Low,Europe,4793,4519.38
9372,77,Mobile Dev,High,4114,5884.371201441373,14,Repeat,4,0.99,High,India,4624,8001.69
9373,54,Graphic Design,High,3351,5552.556359932883,46,Repeat,9,0.93,Normal,India,4076,3766.68
9374,66,Mobile Dev,Low,1633,5249.188644253009,27,Repeat,3,0.89,Normal,Europe,4201,2167.48
9375,53,Web Dev,High,4869,603.8085118178901,20,New,8,0.97,High,Other,7241,12325.5
9376,18,Graphic Design,Low,1523,5151.007727282442,28,New,3,0.99,Low,Other,3599,1863.82
9377,5,Data Science,Medium,2120,5726.377359189127,41,New,8,0.89,Low,USA,3272,2534.44
9378,85,Mobile Dev,Low,1791,3381.039695380986,8,Repeat,14,0.94,Low,USA,4518,5112.17
9379,29,Data Science,Low,1828,4669.638711693289,26,Repeat,1,0.94,Normal,Europe,2295,1421.98
9380,63,Graphic Design,High,427,4016.2394977524423,41,New,10,0.94,High,India,1972,1866.84
9381,76,Mobile Dev,Low,1688,1835.1400204197491,37,Repeat,13,0.93,Low,Other,3956,2505.21
9382,73,Data Science,Medium,3853,3586.9908847884794,8,Repeat,10,0.87,Low,Other,5481,6828.64
9383,9,Writing,High,2994,5352.834692841085,21,New,7,0.91,Low,India,3214,4215.44
9384,23,Writing,Low,197,3053.8538912706845,25,Repeat,12,1.0,Low,Other,1077,662.35
9385,27,Web Dev,Low,4854,3602.350255593844,29,Repeat,1,0.86,Low,Other,6701,3291.65
9386,13,Graphic Design,High,2447,3259.062791096566,6,Repeat,2,0.95,High,USA,5334,7232.67
9387,54,Data Science,High,1197,1802.0685322297327,37,New,11,0.98,Normal,USA,2069,2814.79
9388,20,Web Dev,Low,4834,3915.4291844832783,32,New,11,0.88,High,Europe,6428,6291.17
9389,37,Graphic Design,Low,184,3130.3997132535796,34,Repeat,12,0.97,Normal,Other,550,332.16
9390,6,Writing,High,1377,1510.39406944399,25,Repeat,12,0.89,Normal,Other,4071,5399.64
9391,18,Data Science,High,2811,5387.962191069966,11,Repeat,1,0.85,High,USA,5424,6003.67
9392,5,Mobile Dev,Medium,618,5707.767894525352,39,Repeat,10,0.93,Normal,Other,1740,1135.69
9393,62,Writing,Medium,3623,473.93003339838657,45,Repeat,3,0.96,Normal,India,5055,3095.19
9394,20,Mobile Dev,Medium,283,3790.740227283587,6,Repeat,9,0.88,Normal,USA,2717,2160.46
9395,83,Mobile Dev,High,1072,2578.017287934394,32,Repeat,1,0.86,Normal,USA,2046,1753.14
9396,51,Data Science,High,3485,3226.8327152060015,10,Repeat,3,0.93,Low,India,6031,5473.2
9397,48,Data Science,High,2488,2336.9038957836256,33,New,2,0.87,High,Europe,4862,4481.09
9398,84,Mobile Dev,Low,4422,2924.997128989517,42,New,5,0.88,High,USA,4783,3988.87
9399,18,Web Dev,High,3927,2042.0885127864656,6,Repeat,12,0.96,Low,Other,5271,6976.39
9400,28,Mobile Dev,Low,2411,837.9791756904316,28,Repeat,7,0.94,Low,Other,4522,3349.77
9401,59,Mobile Dev,High,2597,1916.8909242524292,29,Repeat,6,0.99,Low,Other,4354,4389.56
9402,19,Data Science,High,3579,4071.4437424448925,44,New,10,0.9,High,India,6372,8010.41
9403,87,Graphic Design,Low,4365,444.7319068121059,13,Repeat,5,0.88,Low,Europe,7185,6275.86
9404,76,Writing,High,665,2388.9844588833703,6,Repeat,13,0.95,High,USA,1610,2448.01
9405,38,Data Science,High,2035,397.45012711498117,9,Repeat,3,1.0,Low,USA,3018,4270.66
9406,6,Web Dev,High,926,2234.157670953881,18,New,13,0.93,High,Europe,3689,4496.63
9407,31,Writing,Medium,4801,662.5283953318453,9,New,7,0.89,Normal,USA,5303,7134.22
9408,78,Data Science,High,3217,2136.8945694817003,35,Repeat,12,0.99,Low,Other,3727,3642.36
9409,76,Data Science,Low,449,5052.8130137714115,24,Repeat,9,0.94,Normal,Europe,2518,1578.62
9410,27,Graphic Design,Low,198,3738.4409039798466,19,Repeat,2,0.88,Low,India,739,374.9
9411,72,Web Dev,Low,1869,4141.422382115876,11,New,6,0.99,High,Europe,3491,3751.99
9412,18,Web Dev,High,1904,3097.230747200572,40,New,12,0.89,Normal,Europe,4867,4853.95
9413,67,Data Science,Low,1160,5545.932953111405,42,Repeat,5,0.98,Normal,USA,2899,1163.74
9414,69,Graphic Design,Medium,3609,3315.7780334925956,45,Repeat,9,0.94,Normal,Europe,4069,3629.85
9415,72,Data Science,Low,3156,760.1204155822645,45,New,8,0.93,Low,Other,5241,2622.43
9416,67,Mobile Dev,High,4270,5608.652904679924,6,New,9,0.9,Low,USA,6846,12169.23
9417,85,Mobile Dev,Medium,2205,928.4207024186196,44,New,7,0.87,Low,Europe,2574,1976.76
9418,68,Graphic Design,Low,3190,5995.146499606523,18,Repeat,5,0.89,Normal,India,4369,3377.57
9419,36,Data Science,Medium,501,2696.997931622458,48,New,4,0.9,High,India,2548,1338.7
9420,83,Graphic Design,Low,287,579.88998244912,12,New,14,0.89,Normal,Other,1548,1246.82
9421,17,Data Science,High,4084,5204.997316924205,48,New,13,0.86,Normal,Europe,6397,7450.5
9422,70,Data Science,Medium,238,693.3649737544304,49,Repeat,8,0.94,High,Other,1517,702.77
9423,23,Mobile Dev,Low,242,1170.429077919102,20,Repeat,2,0.92,High,Europe,2914,1359.03
9424,28,Writing,Low,4303,2591.4802544014306,22,Repeat,1,0.87,Normal,USA,4639,3627.63
9425,15,Web Dev,Medium,320,4105.68968522222,45,New,3,0.92,Normal,India,2722,1017.19
9426,63,Web Dev,Medium,4340,858.6690960214074,4,New,7,0.86,High,USA,5352,8686.81
9427,19,Graphic Design,Medium,4705,3792.3573258747056,41,Repeat,1,0.99,Normal,USA,5699,3774.97
9428,14,Web Dev,Medium,2523,4715.260334718581,44,New,5,0.89,Normal,Other,3309,2064.5
9429,45,Mobile Dev,Low,4200,872.4522092569531,2,Repeat,14,0.96,High,USA,4752,7991.39
9430,31,Writing,Low,4128,3938.28808015202,25,New,5,0.89,Low,India,4453,3394.73
9431,64,Data Science,Low,487,5759.423906922986,37,Repeat,3,0.92,Normal,Europe,1521,615.2
9432,77,Data Science,High,3938,5809.2609614338435,7,Repeat,11,0.99,Normal,Other,4420,9007.99
9433,56,Mobile Dev,Medium,3131,1095.7262320575849,11,Repeat,1,0.98,Low,Other,3422,2954.13
9434,32,Web Dev,Low,659,4594.268906390177,48,New,5,0.97,High,India,1109,600.91
9435,69,Data Science,Medium,1939,5102.799743274924,41,Repeat,8,0.97,Low,USA,4495,3316.21
9436,21,Web Dev,Medium,3334,5350.43494264465,47,Repeat,9,0.97,Normal,USA,6300,4164.33
9437,48,Mobile Dev,Low,1871,2043.5362985619483,35,New,12,0.96,Low,USA,2163,1693.86
9438,14,Data Science,Medium,464,1730.1929293763762,25,New,13,0.98,High,Other,1189,1100.84
9439,67,Graphic Design,Medium,516,429.9872311763851,24,New,6,0.9,Normal,Other,829,617.76
9440,86,Writing,Medium,1735,2486.909918145698,21,New,1,0.93,Low,Other,4122,2271.69
9441,51,Web Dev,Medium,2168,875.145226090452,39,Repeat,14,0.95,Normal,Other,4920,3937.5
9442,42,Web Dev,Medium,616,4749.6052937374625,36,Repeat,13,0.88,High,USA,2101,1373.37
9443,74,Web Dev,Low,4131,986.354445431085,35,Repeat,5,0.93,Low,Europe,5418,3262.14
9444,80,Web Dev,Low,1320,4940.596296541935,47,New,2,0.87,High,USA,3135,1155.49
9445,57,Mobile Dev,Medium,760,779.5393346270588,48,Repeat,1,0.94,Normal,Europe,2665,1016.63
9446,82,Mobile Dev,Medium,3516,2961.600553677624,37,New,13,0.86,Normal,Europe,5424,5078.76
